Experiment,Acid_Type,Acid_Params,Initial_pH,Target_pH,Final_pH,Steps_Taken,Success
318,triprotic,"[3.959318687055929, 4.504543877993944, 6.28582735274337]",2.25,3.24,3.34,3,Yes
319,triprotic,"[2.651561958147669, 4.379622652471987, 6.335658687364566]",3.23,5.56,1.94,50,No
320,monoprotic,4.09,2.17,5.36,5.32,3,Yes
321,monoprotic,3.78,2.12,7.63,7.50,50,No
322,diprotic,"[3.1452186910177735, 5.226233407851313]",2.24,6.64,6.68,5,Yes
323,diprotic,"[3.877950307253221, 4.860980715366957]",3.28,10.38,10.36,9,Yes
324,triprotic,"[2.514786936544348, 5.38112759834323, 6.173027852828655]",1.92,10.46,10.51,13,Yes
325,diprotic,"[3.1940996818325456, 5.891522829783783]",2.44,3.02,2.93,4,Yes
326,monoprotic,3.63,1.81,9.08,9.04,19,Yes
327,triprotic,"[3.468624000088069, 4.498227176055885, 6.8226180668074425]",3.21,9.19,9.19,8,Yes
328,monoprotic,2.84,1.68,5.49,5.42,8,Yes
329,triprotic,"[2.6300827919893512, 5.1632588456455615, 7.10839172626968]",2.33,9.41,9.36,12,Yes
330,triprotic,"[3.252364073996923, 4.865941533740581, 7.264494453691539]",2.37,10.35,10.30,10,Yes
331,monoprotic,2.55,3.28,6.57,1.90,50,No
332,triprotic,"[2.4706236326856734, 4.215881524850912, 7.49723551872134]",1.99,4.56,4.48,8,Yes
333,monoprotic,3.20,2.09,9.67,9.71,10,Yes
334,monoprotic,2.21,3.45,6.49,1.72,50,No
335,triprotic,"[3.3715068386454266, 4.250603669842626, 6.4112699481680835]",1.82,4.68,4.62,10,Yes
336,monoprotic,4.41,1.77,10.75,10.83,7,Yes
337,diprotic,"[3.22956096100857, 5.401959992952699]",2.39,4.00,3.96,6,Yes
338,diprotic,"[3.891847812122845, 4.692244139849933]",1.70,4.75,4.66,10,Yes
339,diprotic,"[2.2888278582021497, 5.736057615697314]",2.72,9.20,9.29,22,Yes
340,diprotic,"[2.340158310436676, 6.035467926915497]",1.75,2.38,2.31,6,Yes
341,triprotic,"[3.1651877818513787, 5.908911377840308, 6.744512201338518]",2.81,6.32,6.23,11,Yes
342,diprotic,"[2.2633804674774316, 5.260535934036923]",1.74,10.15,10.15,11,Yes
343,monoprotic,4.64,2.67,6.69,6.78,5,Yes
344,diprotic,"[2.5892587645429614, 4.599203742221786]",3.01,4.81,4.53,50,No
345,diprotic,"[2.3293348000039176, 4.153823269867857]",1.88,9.36,9.37,16,Yes
346,diprotic,"[3.310250751986069, 4.023009168278595]",2.17,10.77,10.84,5,Yes
347,monoprotic,3.85,2.35,5.51,5.48,6,Yes
348,monoprotic,3.09,2.44,9.12,9.02,23,Yes
349,diprotic,"[3.8146082419795517, 6.116963026907468]",1.97,9.30,9.28,16,Yes
350,triprotic,"[2.2014850471211047, 4.921929919525935, 7.073793928956118]",2.99,8.08,6.21,50,No
351,diprotic,"[2.640599657875252, 6.974050832042782]",1.92,2.02,1.93,6,Yes
352,diprotic,"[3.250877213480834, 4.150950795845847]",3.12,6.68,6.59,13,Yes
353,monoprotic,4.85,1.67,2.95,3.01,5,Yes
354,triprotic,"[2.6759117856005528, 4.7410227421881785, 7.7728745381581925]",3.24,9.60,9.58,10,Yes
355,triprotic,"[3.1019079797993907, 5.142498217070473, 7.504278315775239]",2.86,10.81,10.88,10,Yes
356,monoprotic,3.17,1.73,2.89,2.80,1,Yes
357,diprotic,"[2.658385062417602, 4.876049745179899]",2.47,8.44,8.43,25,Yes
358,diprotic,"[3.026393523216395, 4.86986616336427]",2.27,8.84,8.76,20,Yes
359,triprotic,"[2.6175869929463964, 5.466059210015774, 6.744717776126229]",1.61,10.35,10.34,13,Yes
360,diprotic,"[3.6845310251244796, 6.720632324934303]",1.89,2.82,2.91,3,Yes
361,monoprotic,3.10,2.50,7.04,7.13,25,Yes
362,diprotic,"[2.764731142719829, 6.954653480382273]",2.24,8.98,9.07,9,Yes
363,diprotic,"[3.268643937334686, 5.446423844321496]",2.32,8.78,8.71,23,Yes
364,triprotic,"[3.3925538063989107, 4.884994571628042, 7.859777098992167]",1.77,6.60,6.56,6,Yes
365,diprotic,"[3.718090211200433, 6.831709893973737]",2.51,4.34,4.26,5,Yes
366,diprotic,"[2.323840208897995, 4.2948416471259]",2.67,9.12,9.09,24,Yes
367,monoprotic,5.52,1.81,10.51,10.49,6,Yes
368,triprotic,"[2.1352238218132458, 4.879167963396825, 7.4769617267857145]",2.03,3.93,3.89,4,Yes
369,triprotic,"[3.1041880040619665, 5.633510218204161, 6.720283025195058]",1.75,2.72,2.67,1,Yes
370,monoprotic,2.59,2.19,10.24,10.22,14,Yes
371,diprotic,"[3.1372861873943676, 4.765216523796279]",1.91,2.09,2.16,3,Yes
372,triprotic,"[2.09363995052119, 4.127000219790588, 7.559900866381741]",2.06,5.12,5.12,7,Yes
373,diprotic,"[2.21136860108568, 4.382884766147765]",2.42,8.09,8.04,18,Yes
374,triprotic,"[3.1349904834840263, 5.4187442326615844, 7.079238764375481]",1.87,7.62,7.56,10,Yes
375,triprotic,"[3.0392089122809844, 4.010663475509044, 7.993795227298377]",2.14,7.22,7.28,6,Yes
376,monoprotic,3.43,3.05,4.97,4.88,5,Yes
377,monoprotic,3.67,1.65,8.26,8.51,50,No
378,diprotic,"[3.0141456905181068, 6.262032778734344]",2.35,4.34,4.27,5,Yes
379,monoprotic,2.74,2.36,3.67,3.65,5,Yes
380,diprotic,"[3.5997972848732456, 5.768577229874248]",1.57,2.83,2.91,4,Yes
381,triprotic,"[2.9752302788023393, 5.862292370331769, 7.328017195845206]",2.33,6.98,6.91,10,Yes
382,diprotic,"[2.585122310754355, 5.613640333289629]",2.18,4.57,4.65,3,Yes
383,diprotic,"[3.0415702473608164, 4.529036319340102]",2.01,3.44,3.37,7,Yes
384,triprotic,"[3.9785305600869956, 4.286071134720216, 7.646625636052429]",2.28,6.11,6.19,7,Yes
385,monoprotic,2.56,2.40,5.65,5.63,12,Yes
386,diprotic,"[2.3017420076627593, 5.614202432917983]",2.00,3.56,3.56,4,Yes
387,diprotic,"[3.5603236689803452, 4.834998859999032]",2.47,10.36,10.34,9,Yes
388,triprotic,"[3.449587593314674, 4.267141435756223, 7.560725291120425]",2.45,6.95,6.86,4,Yes
389,diprotic,"[2.640523187641171, 5.062177415916155]",2.09,9.00,8.92,20,Yes
390,triprotic,"[2.1142243160229084, 5.532148070916042, 6.8278494260139935]",1.90,7.71,7.68,9,Yes
391,triprotic,"[2.063856864200254, 5.131178804555332, 6.447310576658972]",2.45,7.16,7.08,9,Yes
392,triprotic,"[3.2945685098161186, 4.510313998331816, 6.939399800436119]",1.82,8.48,8.42,6,Yes
393,monoprotic,4.06,1.98,8.32,8.28,14,Yes
394,triprotic,"[2.863568535745655, 5.847615132895669, 7.902410106111274]",2.69,4.02,3.98,22,Yes
395,monoprotic,5.10,2.15,8.37,8.45,22,Yes
396,triprotic,"[3.960640305080251, 4.038790961153619, 6.595145142675337]",1.91,10.14,10.19,10,Yes
397,diprotic,"[3.29735286382299, 6.908364360336913]",2.47,7.70,7.68,7,Yes
398,monoprotic,3.13,1.73,7.66,7.82,50,No
399,triprotic,"[3.723897639220888, 4.659279639383216, 7.99668417915508]",1.73,4.78,4.69,9,Yes
400,diprotic,"[3.7904985134201143, 6.976600151211633]",3.34,8.19,8.11,5,Yes
401,diprotic,"[2.208460455504782, 6.082822429973952]",2.42,7.24,7.19,5,Yes
402,diprotic,"[2.8717137298144286, 6.557442595115023]",2.38,8.19,8.23,4,Yes
403,monoprotic,4.37,1.65,9.06,9.06,22,Yes
404,diprotic,"[2.5516638758370163, 6.853879828493274]",1.82,9.52,9.42,11,Yes
405,monoprotic,3.72,1.90,8.91,8.92,21,Yes
406,diprotic,"[3.5060750061075936, 5.877811532754627]",1.92,8.76,8.82,18,Yes
407,diprotic,"[3.1376326395513248, 5.631071918823116]",1.64,4.00,3.97,5,Yes
408,diprotic,"[3.039217385581596, 5.887950876592905]",3.14,5.69,5.60,5,Yes
409,diprotic,"[2.716595157497574, 4.593437946852388]",1.68,4.32,4.26,7,Yes
410,monoprotic,3.08,1.80,4.73,4.66,5,Yes
411,triprotic,"[3.059984841943358, 5.559060750234005, 7.158349217082936]",2.00,5.98,5.89,8,Yes
412,triprotic,"[3.652517228226631, 4.044198090362539, 7.4414113320063064]",3.18,8.78,8.69,8,Yes
413,monoprotic,4.46,1.66,8.57,8.48,15,Yes
414,diprotic,"[3.8629635754045135, 4.803289085666687]",1.74,5.74,5.66,7,Yes
415,monoprotic,2.19,2.23,7.27,7.37,50,No
416,triprotic,"[3.8167922494544704, 5.943190572679605, 6.82350309687704]",1.92,5.04,4.98,5,Yes
417,diprotic,"[3.785565886473829, 6.59534020781417]",1.73,5.76,5.70,3,Yes
418,diprotic,"[3.5709425729212327, 6.0071897164384715]",2.10,3.61,3.54,4,Yes
419,triprotic,"[3.847528896406793, 4.900861484259758, 6.704279222893403]",1.64,7.96,7.95,7,Yes
420,diprotic,"[3.500804297869391, 6.027238150730421]",2.05,4.01,3.94,5,Yes
421,diprotic,"[3.93274928878356, 6.297218131904001]",1.61,8.85,8.82,16,Yes
422,monoprotic,2.83,2.42,8.15,8.44,50,No
423,triprotic,"[2.6492413982923146, 5.263855389265148, 6.3129491084826865]",2.47,8.78,8.83,13,Yes
424,diprotic,"[2.650946895286932, 5.176807450359423]",1.98,9.93,9.97,11,Yes
425,triprotic,"[3.1234048567387696, 4.878785871751902, 6.977600155672411]",2.26,2.70,2.64,3,Yes
426,triprotic,"[3.907914439385231, 5.23005756249443, 7.400303699085082]",1.90,3.30,3.38,5,Yes
427,triprotic,"[2.90455056942268, 5.708506602727657, 6.281999389718513]",1.86,3.08,2.99,5,Yes
428,monoprotic,3.50,1.80,9.01,8.92,18,Yes
429,triprotic,"[2.4586998676824283, 5.5341579175277555, 7.57429367698618]",2.28,10.16,10.19,9,Yes
430,diprotic,"[2.7367279392309634, 5.16395597884505]",1.95,4.13,4.11,5,Yes
431,monoprotic,5.24,3.41,4.37,4.39,3,Yes
432,diprotic,"[3.697601749687555, 6.562293311435262]",2.13,5.76,5.72,3,Yes
433,triprotic,"[3.2737921240507255, 4.530166235400309, 7.1148751220810755]",1.82,9.38,9.43,13,Yes
434,monoprotic,5.59,2.21,7.12,7.17,4,Yes
435,triprotic,"[2.762154641976873, 5.3174736712451125, 6.106930782695138]",1.62,3.19,3.14,6,Yes
436,monoprotic,4.97,2.59,3.90,3.87,4,Yes
437,triprotic,"[2.455679976037171, 5.5717926597655865, 7.0140168892650125]",2.69,7.99,7.93,8,Yes
438,triprotic,"[2.1124011636489994, 4.418674003462284, 7.9453669935442495]",2.26,9.50,9.60,8,Yes
439,monoprotic,5.72,1.94,2.20,2.28,8,Yes
440,triprotic,"[3.6024223177579753, 5.502687929293954, 7.252490034845094]",1.96,3.60,3.51,3,Yes
441,monoprotic,4.59,2.48,2.21,2.22,1,Yes
442,monoprotic,5.59,2.21,4.22,4.19,4,Yes
443,monoprotic,3.28,3.12,3.03,2.30,50,No
444,triprotic,"[2.373019750699255, 4.20380671705254, 7.336773709462558]",2.10,5.79,5.88,5,Yes
445,monoprotic,4.16,2.44,3.78,3.85,1,Yes
446,triprotic,"[2.7788356834988264, 4.212207026455979, 6.840084999555619]",1.73,4.72,4.63,8,Yes
447,monoprotic,2.99,1.95,9.29,9.25,25,Yes
448,monoprotic,3.08,2.05,10.76,10.78,9,Yes
449,diprotic,"[3.9221645168896275, 4.782682657376551]",1.70,6.35,6.32,9,Yes
450,diprotic,"[3.3977353102752383, 6.236964743062279]",1.91,9.37,9.35,17,Yes
451,monoprotic,5.41,3.36,9.62,9.71,21,Yes
452,triprotic,"[3.963637336590561, 4.670507222862402, 6.694975527123677]",1.76,3.08,3.11,4,Yes
453,triprotic,"[2.7289455056427663, 4.200362942682313, 6.684391137204345]",3.33,2.40,2.34,9,Yes
454,triprotic,"[3.015137974271595, 4.2635804353411295, 6.287394843597905]",2.80,10.24,10.34,12,Yes
455,monoprotic,4.08,2.32,3.71,3.78,1,Yes
456,triprotic,"[2.6791515114525724, 4.087549070381745, 7.438404708851505]",1.86,3.41,3.35,8,Yes
457,diprotic,"[2.467710865464332, 4.79206746455257]",2.40,10.92,11.02,7,Yes
458,diprotic,"[3.0310282262948514, 5.46225656600182]",2.03,6.14,6.08,7,Yes
459,triprotic,"[3.2944074429635424, 5.880777866036453, 6.995579959814207]",2.26,4.21,4.18,5,Yes
460,triprotic,"[2.0651177134598466, 4.480365957990446, 7.884954650246424]",2.00,3.75,3.71,5,Yes
461,diprotic,"[2.6994704560724823, 5.651878986243318]",2.91,2.22,2.13,6,Yes
462,monoprotic,3.37,3.18,2.33,2.29,5,Yes
463,triprotic,"[2.9643409104641645, 5.106975134361139, 6.520532906851682]",1.72,6.99,6.90,10,Yes
464,monoprotic,2.77,2.39,7.70,7.63,16,Yes
465,monoprotic,3.92,2.09,7.47,7.47,22,Yes
466,triprotic,"[2.6299176819779353, 4.042960756159817, 6.39205441479765]",1.68,8.35,8.25,10,Yes
467,diprotic,"[3.964565336071315, 4.439911799152364]",2.91,2.76,2.66,33,Yes
468,triprotic,"[2.3309483006162828, 5.257942527411711, 7.558452371523948]",2.10,9.79,9.86,11,Yes
469,monoprotic,3.19,1.83,10.17,10.09,11,Yes
470,triprotic,"[2.301879906626402, 5.923208080473509, 7.659554001870843]",1.72,7.11,7.04,8,Yes
471,diprotic,"[2.4134655690008415, 4.139755497194881]",2.39,7.35,7.40,24,Yes
472,triprotic,"[3.7887201200011162, 5.967494632625252, 6.241007665890299]",2.82,6.57,6.49,16,Yes
473,monoprotic,2.44,2.37,9.26,9.17,23,Yes
474,monoprotic,2.98,1.92,9.74,9.70,12,Yes
475,monoprotic,3.67,3.00,8.65,8.77,50,No
476,diprotic,"[2.7620826196345902, 6.929382659329557]",2.88,10.24,10.27,12,Yes
477,triprotic,"[2.112693715896482, 4.785403027631427, 7.723507208901176]",2.39,7.99,7.93,9,Yes
478,monoprotic,4.89,1.96,2.60,2.58,5,Yes
479,diprotic,"[2.2947718176079395, 5.868941674211991]",1.88,5.69,5.62,5,Yes
480,diprotic,"[3.2629718577942928, 5.072195202830636]",2.51,6.05,6.00,7,Yes
481,monoprotic,3.21,2.30,4.44,4.36,5,Yes
482,monoprotic,3.16,2.50,8.88,8.91,20,Yes
483,diprotic,"[2.5360366538814425, 6.557205419232937]",2.19,4.35,4.38,5,Yes
484,monoprotic,3.78,2.85,2.37,2.38,3,Yes
485,monoprotic,4.89,2.67,3.01,3.00,5,Yes
486,diprotic,"[3.9214757457972436, 4.011764976584631]",3.08,4.95,4.91,10,Yes
487,diprotic,"[2.7882686619510597, 4.062515587222635]",2.37,7.13,7.10,7,Yes
488,diprotic,"[2.6923723470499454, 4.0808510224815535]",2.69,4.59,4.30,50,No
489,triprotic,"[3.1047480514769754, 5.077877155043488, 6.211378203564124]",2.05,5.29,5.21,9,Yes
490,triprotic,"[3.408363959477569, 4.586006273813695, 7.530036138303716]",2.14,4.78,4.70,9,Yes
491,diprotic,"[2.590191776887842, 4.727537896524195]",2.50,6.82,6.81,13,Yes
492,diprotic,"[3.505829483730896, 5.481010010083461]",2.34,2.20,2.22,1,Yes
493,diprotic,"[2.916503440335168, 5.725869424272769]",3.44,6.52,2.09,50,No
494,diprotic,"[3.5106207070739996, 4.5130855755985575]",2.27,2.12,2.18,2,Yes
495,triprotic,"[3.5436507335217096, 5.061409084697732, 7.577808260343107]",2.06,4.70,4.62,7,Yes
496,triprotic,"[3.0464636915940995, 4.683326649485879, 7.652253577751099]",2.49,7.53,7.46,8,Yes
497,diprotic,"[3.4755637190587914, 5.806353767171088]",2.25,4.64,4.59,5,Yes
498,triprotic,"[3.0114436312358936, 4.356489484626293, 6.660455140666052]",2.21,6.27,6.18,7,Yes
499,monoprotic,5.06,1.87,2.91,2.98,7,Yes
500,triprotic,"[3.2156829884251668, 5.863503904194301, 7.93775059927782]",1.90,9.36,9.29,8,Yes
501,monoprotic,2.38,1.69,5.31,5.39,16,Yes
502,diprotic,"[2.220128117114451, 5.242350228332096]",2.67,5.06,4.98,25,Yes
503,triprotic,"[2.1708214609742535, 4.217618148075193, 7.3208241978943684]",2.16,10.83,10.77,9,Yes
504,triprotic,"[3.0414689829644606, 4.69951052635406, 6.351660754476818]",3.30,6.47,2.16,50,No
505,diprotic,"[2.8807328123934637, 5.6633974468996]",1.76,9.82,9.87,14,Yes
506,diprotic,"[2.5452986611568504, 4.613069140752084]",2.06,7.41,7.35,14,Yes
507,monoprotic,2.07,1.82,10.90,10.83,7,Yes
508,monoprotic,4.33,2.43,4.52,4.42,3,Yes
509,triprotic,"[2.271677674363431, 4.61557052032088, 7.6380994166153595]",2.01,3.09,3.04,6,Yes
510,monoprotic,3.06,1.86,7.51,7.78,50,No
511,diprotic,"[2.4910223303793844, 4.8468474893963895]",2.22,6.44,6.48,8,Yes
512,triprotic,"[2.0639073930877387, 5.518519102883987, 7.513818020162351]",2.27,3.19,3.11,23,Yes
513,diprotic,"[2.047213640934501, 5.683173601681965]",2.66,2.02,1.94,9,Yes
514,monoprotic,3.24,2.01,7.17,7.26,28,Yes
515,diprotic,"[2.254782258754823, 6.226860218474223]",2.52,3.84,3.82,25,Yes
516,triprotic,"[2.758617103779696, 5.542591679290269, 7.212751504133065]",2.36,2.67,2.58,21,Yes
517,diprotic,"[2.601097741839804, 6.662887520848098]",2.18,2.27,2.18,37,Yes
518,monoprotic,5.93,2.42,5.58,5.66,5,Yes
519,diprotic,"[2.7255438324415344, 6.2499747121269404]",1.93,2.57,2.49,4,Yes
520,diprotic,"[2.61651631645828, 4.489279749827647]",1.60,6.79,6.75,10,Yes
521,monoprotic,4.49,2.31,7.37,7.45,19,Yes
522,diprotic,"[2.7391810726263204, 6.70837347109649]",2.11,4.51,4.53,5,Yes
523,monoprotic,4.72,2.25,5.11,5.07,4,Yes
524,monoprotic,2.01,1.93,7.42,8.43,50,No
525,monoprotic,3.39,2.64,4.38,4.38,5,Yes
526,diprotic,"[3.3091112479579357, 4.7583601830014315]",2.38,2.83,2.76,3,Yes
527,monoprotic,3.29,2.11,9.52,9.45,19,Yes
528,diprotic,"[2.0114940650201114, 6.199561213768014]",2.44,8.42,8.39,13,Yes
529,monoprotic,3.59,3.14,5.78,5.73,9,Yes
530,monoprotic,5.24,2.54,10.78,10.80,4,Yes
531,triprotic,"[3.1632750773936045, 5.2946811356055345, 7.833718407720736]",2.71,2.33,2.24,4,Yes
532,triprotic,"[2.4809940615542656, 4.104957210902366, 7.229314567205876]",1.99,5.68,5.64,5,Yes
533,monoprotic,4.97,1.59,8.83,8.75,14,Yes
534,diprotic,"[3.3174618166569925, 5.927256491944075]",2.97,6.60,6.53,7,Yes
535,diprotic,"[3.543699552670531, 5.481527283766454]",2.10,4.18,4.09,5,Yes
536,diprotic,"[2.199740239405056, 6.108643540920916]",2.49,3.73,3.73,25,Yes
537,triprotic,"[2.5068919002527386, 4.961315329301485, 6.961412774916389]",2.16,9.33,9.38,13,Yes
538,diprotic,"[3.266826670767842, 4.835457733569908]",2.24,4.83,4.75,8,Yes
539,triprotic,"[2.124236448134245, 5.629540034059991, 7.582024246547212]",2.04,2.52,2.43,22,Yes
540,diprotic,"[3.1732982990720577, 6.365655162091168]",2.24,9.65,9.61,15,Yes
541,monoprotic,5.76,2.24,2.22,2.32,25,Yes
542,diprotic,"[2.169109418475093, 4.364427569825867]",2.16,6.75,6.80,10,Yes
543,monoprotic,2.61,2.20,10.79,10.77,10,Yes
544,triprotic,"[2.357163825980125, 5.096146408956969, 6.549260623035818]",1.78,3.66,3.60,4,Yes
545,diprotic,"[3.463584695985829, 5.375604565612807]",3.43,6.93,2.44,50,No
546,triprotic,"[3.565639331221299, 5.34284295700273, 7.087049673853459]",1.83,5.92,5.84,8,Yes
547,triprotic,"[3.590314439083123, 5.39705663805745, 7.8243418347410145]",1.73,9.38,9.36,9,Yes
548,triprotic,"[3.200915986101838, 5.534474976341444, 6.035865285532877]",2.47,6.39,6.29,13,Yes
549,diprotic,"[3.5281992441240613, 4.4505360611588305]",1.94,6.12,6.14,11,Yes
550,diprotic,"[3.809910812937065, 6.064255944963926]",2.35,5.47,5.40,5,Yes
551,diprotic,"[3.564858621473416, 5.131159308180675]",2.16,10.21,10.22,13,Yes
552,monoprotic,3.96,1.74,8.88,8.93,21,Yes
553,triprotic,"[3.0579135630980927, 4.734872531500774, 6.028070780576188]",2.07,3.98,3.89,6,Yes
554,diprotic,"[2.8345652129779175, 5.0479659410149145]",2.06,10.42,10.37,8,Yes
555,triprotic,"[2.5591945597881662, 4.776284947089954, 7.294522553638381]",2.97,3.16,2.48,50,No
556,triprotic,"[2.3734910609314896, 4.276727263534105, 7.187933311788585]",1.64,9.81,9.91,11,Yes
557,diprotic,"[2.490812165782793, 6.999092404377919]",2.37,8.36,8.34,6,Yes
558,triprotic,"[2.2160362874042354, 4.836669088041228, 7.568331095000231]",2.48,4.77,4.69,30,Yes
559,monoprotic,2.18,1.57,4.29,4.28,10,Yes
560,monoprotic,2.38,2.76,9.35,9.40,10,Yes
561,triprotic,"[3.037524939179826, 5.727584910088849, 7.663636196363292]",2.05,3.16,3.07,5,Yes
562,triprotic,"[2.7814267693491495, 5.894111869600179, 6.43797764327977]",2.74,8.49,8.57,12,Yes
563,triprotic,"[3.5521486239882853, 5.842348996774387, 6.350909731042683]",1.90,7.51,7.54,9,Yes
564,monoprotic,5.67,3.08,5.99,5.91,4,Yes
565,diprotic,"[3.022636519708599, 4.796528067790946]",1.95,6.88,6.79,8,Yes
566,triprotic,"[2.832670054311518, 4.933791856182688, 6.878252120665638]",2.18,8.64,8.70,10,Yes
567,diprotic,"[3.448533505341706, 4.372010070611978]",1.83,8.04,8.04,25,Yes
568,monoprotic,3.46,2.15,7.90,7.97,17,Yes
569,monoprotic,2.93,2.85,10.69,10.67,9,Yes
570,diprotic,"[3.6066153679799164, 4.355559561476285]",1.89,4.71,4.62,10,Yes
571,monoprotic,3.33,2.29,5.40,5.37,9,Yes
572,monoprotic,2.57,2.82,5.01,5.03,23,Yes
573,monoprotic,4.21,2.67,8.58,8.60,24,Yes
574,monoprotic,2.16,1.58,9.16,9.09,24,Yes
575,diprotic,"[2.9330901753086644, 5.290117363694452]",3.16,6.26,6.18,6,Yes
576,monoprotic,4.47,2.18,2.14,2.23,32,Yes
577,triprotic,"[3.0235574901122586, 4.034929883203695, 6.4714481905524694]",2.48,8.83,8.87,5,Yes
578,triprotic,"[2.8995185767251437, 4.949762261930651, 6.014767355693399]",2.50,7.24,7.29,8,Yes
579,monoprotic,4.04,3.09,7.03,7.08,13,Yes
580,monoprotic,5.03,2.05,9.03,9.07,24,Yes
581,diprotic,"[3.8749924311745936, 6.393731212528597]",1.92,8.73,8.64,12,Yes
582,diprotic,"[2.8876605241091404, 4.076324377142954]",2.28,10.69,10.68,7,Yes
583,diprotic,"[2.5815312272054025, 4.353743554227094]",1.97,4.26,4.17,7,Yes
584,triprotic,"[2.2628738549178413, 5.709648722244236, 7.478772544203487]",2.49,6.36,6.32,8,Yes
585,diprotic,"[3.616838384612148, 4.844883095016967]",2.48,5.30,5.23,9,Yes
586,monoprotic,4.38,2.42,5.95,5.90,6,Yes
587,diprotic,"[2.535211339680024, 6.647986563098321]",2.65,5.66,5.66,4,Yes
588,monoprotic,3.08,2.03,8.97,8.90,20,Yes
589,triprotic,"[2.057395252129738, 5.547419164889638, 7.6101967591432755]",2.35,2.78,2.47,50,No
590,triprotic,"[2.4699222065391075, 4.383871820230599, 7.765430728719803]",2.01,10.39,10.41,9,Yes
591,diprotic,"[3.392712292377519, 4.166675148796556]",3.35,8.50,8.54,20,Yes
592,diprotic,"[2.1743922919430716, 4.792748204370541]",3.34,6.17,6.18,27,Yes
593,diprotic,"[3.4146304435571615, 6.965045022961435]",2.46,4.95,4.89,3,Yes
594,diprotic,"[3.195315248685187, 5.404324877091825]",1.63,5.22,5.13,6,Yes
595,diprotic,"[3.6306007817540245, 5.055327982554408]",1.79,5.95,5.90,7,Yes
596,triprotic,"[3.162546048874201, 5.122942320863611, 7.185505704370252]",3.44,7.36,2.48,50,No
597,monoprotic,5.63,2.49,5.23,5.31,5,Yes
598,monoprotic,4.11,2.59,2.53,2.53,1,Yes
599,monoprotic,4.74,2.48,6.60,6.52,6,Yes
600,triprotic,"[3.8877017709672694, 5.841470109201998, 7.659256970553569]",1.81,2.62,2.62,4,Yes
601,triprotic,"[2.2648657926757174, 5.828425628057342, 6.337172704187544]",2.07,8.46,8.47,11,Yes
602,diprotic,"[2.429977527206228, 6.5938260714483174]",2.80,6.83,6.75,6,Yes
603,diprotic,"[3.41949716679976, 6.3115501058871395]",2.37,3.86,3.77,5,Yes
604,diprotic,"[3.915110111895925, 6.76224931261806]",3.08,9.65,9.73,15,Yes
605,monoprotic,3.47,3.40,7.63,7.47,50,No
606,monoprotic,5.65,2.25,6.70,6.68,3,Yes
607,monoprotic,3.57,2.50,7.04,7.13,27,Yes
608,monoprotic,2.17,2.77,4.75,4.80,25,Yes
609,triprotic,"[3.032825892314799, 4.161640374636765, 7.255086614272248]",1.82,9.87,9.94,11,Yes
610,diprotic,"[2.8281963664586796, 4.03871972394012]",2.27,8.10,7.95,50,No
611,monoprotic,5.55,2.46,6.28,6.25,4,Yes
612,triprotic,"[2.835269344368071, 5.533406293978196, 6.086799222886496]",2.30,3.43,3.38,6,Yes
613,diprotic,"[2.631992165620658, 5.367577394854862]",2.15,5.12,5.06,6,Yes
614,diprotic,"[3.6601818689006542, 6.503513323329388]",1.84,2.31,2.40,3,Yes
615,triprotic,"[2.6044323483454415, 4.021939165357955, 6.435165981787264]",2.62,4.31,4.21,38,Yes
616,triprotic,"[3.4042576659498374, 4.535697977430548, 6.491531249076512]",2.11,5.40,5.32,8,Yes
617,triprotic,"[3.0761921611308405, 4.474992332676072, 7.679762881436281]",2.47,10.38,10.44,10,Yes
618,diprotic,"[3.243894330776331, 6.406327665796875]",1.72,3.66,3.59,5,Yes
619,triprotic,"[2.112627784224573, 5.858100650561244, 7.100344595003577]",2.30,4.73,4.67,3,Yes
620,diprotic,"[2.572729865570645, 4.690003413129722]",2.30,2.13,2.05,15,Yes
621,monoprotic,4.40,3.46,5.56,3.14,50,No
622,triprotic,"[3.5462674776400487, 5.590001907206926, 7.5029454679884475]",2.31,5.49,5.42,7,Yes
623,monoprotic,4.78,2.24,2.62,2.53,4,Yes
624,triprotic,"[2.032418936039482, 5.4537345562399775, 6.98549962587999]",2.01,5.46,5.38,6,Yes
625,diprotic,"[3.0898932857678023, 4.8548176025200975]",2.28,3.46,3.38,6,Yes
